"국사비","검사실명","검사종류","진료과순번","진료과명","접수월","횟수"
"사비","일반검사","Lower. Ext.","8","외과","2월","4"
"사비","일반검사","Skull","8","외과","2월","3"
"사비","일반검사","Spine","8","외과","2월","2"
"사비","초음파검사","Muscler skeletal","8","외과","2월","2"
"사비","CT검사","Abdomen & Pelvis","8","외과","3월","2"
"사비","CT검사","Chest","8","외과","3월","3"
"사비","수술실","Others","8","외과","3월","1"
"사비","일반검사","Abdomen","8","외과","3월","6"
"사비","일반검사","Chest","8","외과","3월","9"
"사비","초음파검사","Muscler skeletal","8","외과","3월","1"
"사비","CT검사","Abdomen & Pelvis","8","외과","4월","3"
"사비","CT검사","Head & Neck","8","외과","4월","1"
"사비","수술실","Others","8","외과","4월","2"
"사비","일반검사","Abdomen","8","외과","4월","3"
"사비","일반검사","Chest","8","외과","4월","13"
"사비","CT검사","Abdomen & Pelvis","8","외과","5월","3"
"사비","기타","Abdomen","8","외과","5월","1"
"사비","수술실","Others","8","외과","5월","1"
"사비","일반검사","Abdomen","8","외과","5월","2"
"사비","일반검사","Chest","8","외과","5월","3"
"사비","CT검사","Abdomen & Pelvis","8","외과","6월","2"
"사비","CT검사","Chest","8","외과","6월","1"
"사비","CT검사","Extremity","8","외과","6월","1"
"사비","CT검사","Head & Neck","8","외과","6월","1"
"사비","수술실","Others","8","외과","6월","1"
"사비","일반검사","Abdomen","8","외과","6월","4"
"사비","일반검사","Chest","8","외과","6월","9"
"사비","CT검사","Abdomen & Pelvis","8","외과","7월","1"
"사비","CT검사","Chest","8","외과","7월","2"
"사비","CT검사","Head & Neck","8","외과","7월","2"
"사비","수술실","Others","8","외과","7월","3"
"사비","일반검사","Abdomen","8","외과","7월","3"
"사비","일반검사","Chest","8","외과","7월","1"
"사비","일반검사","Skull","8","외과","7월","4"
"사비","CT검사","Abdomen & Pelvis","8","외과","8월","3"
"사비","CT검사","Extremity","8","외과","8월","1"
"사비","CT검사","Hip & Pelvic Bone","8","외과","8월","1"
"사비","수술실","Others","8","외과","8월","1"
"사비","일반검사","Abdomen","8","외과","8월","4"
"사비","일반검사","Chest","8","외과","8월","4"
"사비","CT검사","Abdomen & Pelvis","8","외과","9월","1"
"사비","CT검사","Head & Neck","8","외과","9월","1"
"사비","수술실","Others","8","외과","9월","2"
"사비","일반검사","Abdomen","8","외과","9월","2"
"사비","일반검사","Lower. Ext.","8","외과","9월","8"
"사비","일반검사","Upper. Ext.","8","외과","9월","5"
"국비","CT검사","Chest","10","정형외과","1월","2"
"국비","CT검사","Extremity","10","정형외과","1월","5"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","1월","1"
"국비","CT검사","Spine","10","정형외과","1월","5"
"국비","MRI검사","Lower Ext.","10","정형외과","1월","33"
"국비","MRI검사","Spine","10","정형외과","1월","19"
"국비","MRI검사","Upper Ext.","10","정형외과","1월","32"
"국비","PACS실","Others","10","정형외과","1월","2"
"국비","골밀도","골밀도","10","정형외과","1월","70"
"국비","기타","Abdomen","10","정형외과","1월","1"
"국비","수술실","Others","10","정형외과","1월","20"
"국비","일반검사","Abdomen","10","정형외과","1월","5"
"국비","일반검사","Chest","10","정형외과","1월","41"
"국비","일반검사","Lower. Ext.","10","정형외과","1월","597"
"국비","일반검사","Spine","10","정형외과","1월","174"
"국비","일반검사","Upper. Ext.","10","정형외과","1월","338"
"국비","CT검사","Chest","10","정형외과","2월","4"
"국비","CT검사","Extremity","10","정형외과","2월","8"
"국비","CT검사","Head & Neck","10","정형외과","2월","1"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","2월","2"
"국비","CT검사","Spine","10","정형외과","2월","13"
"국비","MRI검사","Abdomen & Pelvis","10","정형외과","2월","4"
"국비","MRI검사","Lower Ext.","10","정형외과","2월","20"
"국비","MRI검사","Spine","10","정형외과","2월","30"
"국비","MRI검사","Upper Ext.","10","정형외과","2월","26"
"국비","PACS실","Others","10","정형외과","2월","1"
"국비","골밀도","골밀도","10","정형외과","2월","58"
"국비","수술실","Others","10","정형외과","2월","28"
"국비","일반검사","Abdomen","10","정형외과","2월","5"
"국비","일반검사","Chest","10","정형외과","2월","55"
"국비","일반검사","Lower. Ext.","10","정형외과","2월","571"
"국비","일반검사","Spine","10","정형외과","2월","249"
"국비","일반검사","Upper. Ext.","10","정형외과","2월","306"
"국비","CT검사","Chest","10","정형외과","3월","2"
"국비","CT검사","Extremity","10","정형외과","3월","11"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","3월","3"
"국비","CT검사","Spine","10","정형외과","3월","6"
"국비","MRI검사","Lower Ext.","10","정형외과","3월","25"
"국비","MRI검사","Spine","10","정형외과","3월","29"
"국비","MRI검사","Upper Ext.","10","정형외과","3월","39"
"국비","PACS실","Others","10","정형외과","3월","2"
"국비","골밀도","골밀도","10","정형외과","3월","48"
"국비","수술실","Others","10","정형외과","3월","26"
"국비","일반검사","Abdomen","10","정형외과","3월","6"
"국비","일반검사","Chest","10","정형외과","3월","52"
"국비","일반검사","Lower. Ext.","10","정형외과","3월","592"
"국비","일반검사","Spine","10","정형외과","3월","232"
"국비","일반검사","Upper. Ext.","10","정형외과","3월","292"
"국비","CT검사","Chest","10","정형외과","4월","1"
"국비","CT검사","Extremity","10","정형외과","4월","2"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","4월","2"
"국비","CT검사","Spine","10","정형외과","4월","9"
"국비","MRI검사","Lower Ext.","10","정형외과","4월","29"
"국비","MRI검사","Spine","10","정형외과","4월","23"
"국비","MRI검사","Upper Ext.","10","정형외과","4월","29"
"국비","PACS실","Others","10","정형외과","4월","1"
"국비","골밀도","골밀도","10","정형외과","4월","38"
"국비","수술실","Others","10","정형외과","4월","22"
"국비","일반검사","Abdomen","10","정형외과","4월","4"
"국비","일반검사","Chest","10","정형외과","4월","37"
"국비","일반검사","Lower. Ext.","10","정형외과","4월","431"
"국비","일반검사","Spine","10","정형외과","4월","214"
"국비","일반검사","Upper. Ext.","10","정형외과","4월","194"
"국비","CT검사","Chest","10","정형외과","5월","1"
"국비","CT검사","Extremity","10","정형외과","5월","6"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","5월","1"
"국비","CT검사","Spine","10","정형외과","5월","11"
"국비","MRI검사","Lower Ext.","10","정형외과","5월","15"
"국비","MRI검사","Spine","10","정형외과","5월","20"
"국비","MRI검사","Upper Ext.","10","정형외과","5월","31"
"국비","골밀도","골밀도","10","정형외과","5월","42"
"국비","수술실","Others","10","정형외과","5월","24"
"국비","일반검사","Abdomen","10","정형외과","5월","5"
"국비","일반검사","Chest","10","정형외과","5월","41"
"국비","일반검사","Lower. Ext.","10","정형외과","5월","473"
"국비","일반검사","Spine","10","정형외과","5월","186"
"국비","일반검사","Upper. Ext.","10","정형외과","5월","224"
"국비","CT검사","Chest","10","정형외과","6월","2"
"국비","CT검사","Extremity","10","정형외과","6월","6"
"국비","CT검사","Spine","10","정형외과","6월","12"
"국비","MRI검사","Abdomen & Pelvis","10","정형외과","6월","2"
"국비","MRI검사","Lower Ext.","10","정형외과","6월","24"
"국비","MRI검사","Spine","10","정형외과","6월","16"
"국비","MRI검사","Upper Ext.","10","정형외과","6월","19"
"국비","골밀도","골밀도","10","정형외과","6월","34"
"국비","수술실","Others","10","정형외과","6월","21"
"국비","일반검사","Abdomen","10","정형외과","6월","7"
"국비","일반검사","Chest","10","정형외과","6월","49"
"국비","일반검사","Lower. Ext.","10","정형외과","6월","586"
"국비","일반검사","Spine","10","정형외과","6월","191"
"국비","일반검사","Upper. Ext.","10","정형외과","6월","238"
"국비","CT검사","Chest","10","정형외과","7월","1"
"국비","CT검사","Extremity","10","정형외과","7월","7"
"국비","CT검사","Spine","10","정형외과","7월","10"
"국비","MRI검사","Abdomen & Pelvis","10","정형외과","7월","2"
"국비","MRI검사","Lower Ext.","10","정형외과","7월","15"
"국비","MRI검사","Spine","10","정형외과","7월","16"
"국비","MRI검사","Upper Ext.","10","정형외과","7월","21"
"국비","PACS실","Others","10","정형외과","7월","1"
"국비","골밀도","골밀도","10","정형외과","7월","38"
"국비","수술실","Others","10","정형외과","7월","23"
"국비","일반검사","Abdomen","10","정형외과","7월","7"
"국비","일반검사","Chest","10","정형외과","7월","37"
"국비","일반검사","Lower. Ext.","10","정형외과","7월","487"
"국비","일반검사","Spine","10","정형외과","7월","164"
"국비","일반검사","Upper. Ext.","10","정형외과","7월","237"
"국비","CT검사","Chest","10","정형외과","8월","5"
"국비","CT검사","Extremity","10","정형외과","8월","8"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","8월","1"
"국비","CT검사","Spine","10","정형외과","8월","10"
"국비","MRI검사","Abdomen & Pelvis","10","정형외과","8월","1"
"국비","MRI검사","Lower Ext.","10","정형외과","8월","26"
"국비","MRI검사","Spine","10","정형외과","8월","23"
"국비","MRI검사","Upper Ext.","10","정형외과","8월","29"
"국비","PACS실","Others","10","정형외과","8월","4"
"국비","골밀도","골밀도","10","정형외과","8월","36"
"국비","기타","Chest","10","정형외과","8월","1"
"국비","수술실","Others","10","정형외과","8월","20"
"국비","일반검사","Abdomen","10","정형외과","8월","2"
"국비","일반검사","Chest","10","정형외과","8월","43"
"국비","일반검사","Lower. Ext.","10","정형외과","8월","539"
"국비","일반검사","Spine","10","정형외과","8월","214"
"국비","일반검사","Upper. Ext.","10","정형외과","8월","243"
"국비","CT검사","Extremity","10","정형외과","9월","6"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","9월","1"
"국비","CT검사","Spine","10","정형외과","9월","13"
"국비","MRI검사","Lower Ext.","10","정형외과","9월","16"
"국비","MRI검사","Spine","10","정형외과","9월","15"
"국비","MRI검사","Upper Ext.","10","정형외과","9월","13"
"국비","PACS실","Others","10","정형외과","9월","1"
"국비","골밀도","골밀도","10","정형외과","9월","22"
"국비","수술실","Others","10","정형외과","9월","15"
"국비","일반검사","Abdomen","10","정형외과","9월","3"
"국비","일반검사","Chest","10","정형외과","9월","32"
"국비","일반검사","Lower. Ext.","10","정형외과","9월","412"
"국비","일반검사","Spine","10","정형외과","9월","174"
"국비","일반검사","Upper. Ext.","10","정형외과","9월","122"
"국비","CT검사","Chest","10","정형외과","10월","3"
"국비","CT검사","Extremity","10","정형외과","10월","6"
"국비","CT검사","Spine","10","정형외과","10월","13"
"국비","MRI검사","Abdomen & Pelvis","10","정형외과","10월","1"
"국비","MRI검사","Lower Ext.","10","정형외과","10월","17"
"국비","MRI검사","Spine","10","정형외과","10월","17"
"국비","MRI검사","Upper Ext.","10","정형외과","10월","35"
"국비","골밀도","골밀도","10","정형외과","10월","33"
"국비","수술실","Others","10","정형외과","10월","14"
"국비","일반검사","Abdomen","10","정형외과","10월","6"
"국비","일반검사","Chest","10","정형외과","10월","55"
"국비","일반검사","Lower. Ext.","10","정형외과","10월","468"
"국비","일반검사","Spine","10","정형외과","10월","232"
"국비","일반검사","Upper. Ext.","10","정형외과","10월","263"
"국비","CT검사","Chest","10","정형외과","11월","2"
"국비","CT검사","Extremity","10","정형외과","11월","4"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","11월","1"
"국비","CT검사","Spine","10","정형외과","11월","4"
"국비","MRI검사","Abdomen & Pelvis","10","정형외과","11월","3"
"국비","MRI검사","Lower Ext.","10","정형외과","11월","18"
"국비","MRI검사","Spine","10","정형외과","11월","26"
"국비","MRI검사","Upper Ext.","10","정형외과","11월","19"
"국비","PACS실","Others","10","정형외과","11월","1"
"국비","골밀도","골밀도","10","정형외과","11월","58"
"국비","수술실","Others","10","정형외과","11월","9"
"국비","일반검사","Abdomen","10","정형외과","11월","4"
"국비","일반검사","Chest","10","정형외과","11월","24"
"국비","일반검사","Lower. Ext.","10","정형외과","11월","444"
"국비","일반검사","Spine","10","정형외과","11월","220"
"국비","일반검사","Upper. Ext.","10","정형외과","11월","263"
"국비","CT검사","Chest","10","정형외과","12월","5"
"국비","CT검사","Extremity","10","정형외과","12월","3"
"국비","CT검사","Hip & Pelvic Bone","10","정형외과","12월","2"
"국비","CT검사","Spine","10","정형외과","12월","13"
"국비","MRI검사","Head & Neck","10","정형외과","12월","1"
"국비","MRI검사","Lower Ext.","10","정형외과","12월","18"
"국비","MRI검사","Spine","10","정형외과","12월","19"
"국비","MRI검사","Upper Ext.","10","정형외과","12월","32"
"국비","PACS실","Others","10","정형외과","12월","4"
"국비","골밀도","골밀도","10","정형외과","12월","41"
"국비","수술실","Others","10","정형외과","12월","26"
"국비","일반검사","Abdomen","10","정형외과","12월","4"
"국비","일반검사","Chest","10","정형외과","12월","53"
"국비","일반검사","Lower. Ext.","10","정형외과","12월","496"
"국비","일반검사","Spine","10","정형외과","12월","194"
"국비","일반검사","Upper. Ext.","10","정형외과","12월","328"
"사비","CT검사","Chest","10","정형외과","1월","9"
"사비","CT검사","Extremity","10","정형외과","1월","24"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","1월","7"
"사비","CT검사","Spine","10","정형외과","1월","20"
"사비","MRI검사","Abdomen & Pelvis","10","정형외과","1월","1"
"사비","MRI검사","Lower Ext.","10","정형외과","1월","55"
"사비","MRI검사","Spine","10","정형외과","1월","55"
"사비","MRI검사","Upper Ext.","10","정형외과","1월","57"
"사비","PACS실","Others","10","정형외과","1월","2"
"사비","골밀도","골밀도","10","정형외과","1월","205"
"사비","기타","Abdomen","10","정형외과","1월","1"
"사비","수술실","Others","10","정형외과","1월","61"
"사비","일반검사","Abdomen","10","정형외과","1월","16"
"사비","일반검사","Chest","10","정형외과","1월","118"
"사비","일반검사","Lower. Ext.","10","정형외과","1월","1699"
"사비","일반검사","Spine","10","정형외과","1월","578"
"사비","일반검사","Upper. Ext.","10","정형외과","1월","765"
"사비","CT검사","Chest","10","정형외과","2월","6"
"사비","CT검사","Extremity","10","정형외과","2월","17"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","2월","2"
"사비","CT검사","Spine","10","정형외과","2월","7"
"사비","MRI검사","Abdomen & Pelvis","10","정형외과","2월","1"
"사비","MRI검사","Lower Ext.","10","정형외과","2월","34"
"사비","MRI검사","Spine","10","정형외과","2월","45"
"사비","MRI검사","Upper Ext.","10","정형외과","2월","40"
"사비","PACS실","Others","10","정형외과","2월","1"
"사비","골밀도","골밀도","10","정형외과","2월","132"
"사비","수술실","Others","10","정형외과","2월","52"
"사비","일반검사","Abdomen","10","정형외과","2월","15"
"사비","일반검사","Chest","10","정형외과","2월","93"
"사비","일반검사","Lower. Ext.","10","정형외과","2월","1289"
"사비","일반검사","Spine","10","정형외과","2월","424"
"사비","일반검사","Upper. Ext.","10","정형외과","2월","598"
"사비","CT검사","Extremity","10","정형외과","3월","15"
"사비","CT검사","Head & Neck","10","정형외과","3월","1"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","3월","4"
"사비","CT검사","Spine","10","정형외과","3월","15"
"사비","MRI검사","Lower Ext.","10","정형외과","3월","29"
"사비","MRI검사","Spine","10","정형외과","3월","47"
"사비","MRI검사","Upper Ext.","10","정형외과","3월","41"
"사비","PACS실","Others","10","정형외과","3월","7"
"사비","골밀도","골밀도","10","정형외과","3월","126"
"사비","기타","Chest","10","정형외과","3월","1"
"사비","수술실","Others","10","정형외과","3월","46"
"사비","일반검사","Abdomen","10","정형외과","3월","17"
"사비","일반검사","Chest","10","정형외과","3월","72"
"사비","일반검사","Lower. Ext.","10","정형외과","3월","1652"
"사비","일반검사","Spine","10","정형외과","3월","400"
"사비","일반검사","Upper. Ext.","10","정형외과","3월","605"
"사비","CT검사","Chest","10","정형외과","4월","3"
"사비","CT검사","Extremity","10","정형외과","4월","14"
"사비","CT검사","Head & Neck","10","정형외과","4월","1"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","4월","7"
"사비","CT검사","Spine","10","정형외과","4월","15"
"사비","MRI검사","Abdomen & Pelvis","10","정형외과","4월","1"
"사비","MRI검사","Lower Ext.","10","정형외과","4월","36"
"사비","MRI검사","Spine","10","정형외과","4월","47"
"사비","MRI검사","Upper Ext.","10","정형외과","4월","46"
"사비","PACS실","Others","10","정형외과","4월","7"
"사비","골밀도","골밀도","10","정형외과","4월","166"
"사비","수술실","Others","10","정형외과","4월","53"
"사비","일반검사","Abdomen","10","정형외과","4월","14"
"사비","일반검사","Chest","10","정형외과","4월","62"
"사비","일반검사","Lower. Ext.","10","정형외과","4월","1501"
"사비","일반검사","Spine","10","정형외과","4월","507"
"사비","일반검사","Upper. Ext.","10","정형외과","4월","532"
"사비","일반검사","골밀도","10","정형외과","4월","2"
"사비","CT검사","Chest","10","정형외과","5월","5"
"사비","CT검사","Extremity","10","정형외과","5월","10"
"사비","CT검사","Head & Neck","10","정형외과","5월","1"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","5월","4"
"사비","CT검사","Spine","10","정형외과","5월","7"
"사비","MRI검사","Abdomen & Pelvis","10","정형외과","5월","1"
"사비","MRI검사","Lower Ext.","10","정형외과","5월","35"
"사비","MRI검사","Spine","10","정형외과","5월","50"
"사비","MRI검사","Upper Ext.","10","정형외과","5월","39"
"사비","골밀도","골밀도","10","정형외과","5월","114"
"사비","수술실","Others","10","정형외과","5월","48"
"사비","일반검사","Abdomen","10","정형외과","5월","10"
"사비","일반검사","Chest","10","정형외과","5월","62"
"사비","일반검사","Lower. Ext.","10","정형외과","5월","1438"
"사비","일반검사","Spine","10","정형외과","5월","431"
"사비","일반검사","Upper. Ext.","10","정형외과","5월","475"
"사비","CT검사","Chest","10","정형외과","6월","4"
"사비","CT검사","Extremity","10","정형외과","6월","23"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","6월","3"
"사비","CT검사","Spine","10","정형외과","6월","12"
"사비","MRI검사","Lower Ext.","10","정형외과","6월","37"
"사비","MRI검사","Spine","10","정형외과","6월","39"
"사비","MRI검사","Upper Ext.","10","정형외과","6월","56"
"사비","PACS실","Others","10","정형외과","6월","2"
"사비","골밀도","골밀도","10","정형외과","6월","114"
"사비","수술실","Others","10","정형외과","6월","39"
"사비","일반검사","Abdomen","10","정형외과","6월","13"
"사비","일반검사","Chest","10","정형외과","6월","65"
"사비","일반검사","Lower. Ext.","10","정형외과","6월","1404"
"사비","일반검사","Spine","10","정형외과","6월","407"
"사비","일반검사","Upper. Ext.","10","정형외과","6월","631"
"사비","CT검사","Chest","10","정형외과","7월","3"
"사비","CT검사","Extremity","10","정형외과","7월","11"
"사비","CT검사","Head & Neck","10","정형외과","7월","1"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","7월","4"
"사비","CT검사","Spine","10","정형외과","7월","20"
"사비","MRI검사","Abdomen & Pelvis","10","정형외과","7월","1"
"사비","MRI검사","Lower Ext.","10","정형외과","7월","23"
"사비","MRI검사","Spine","10","정형외과","7월","24"
"사비","MRI검사","Upper Ext.","10","정형외과","7월","40"
"사비","PACS실","Others","10","정형외과","7월","1"
"사비","골밀도","골밀도","10","정형외과","7월","86"
"사비","수술실","Others","10","정형외과","7월","59"
"사비","일반검사","Abdomen","10","정형외과","7월","17"
"사비","일반검사","Chest","10","정형외과","7월","60"
"사비","일반검사","Lower. Ext.","10","정형외과","7월","1447"
"사비","일반검사","Spine","10","정형외과","7월","361"
"사비","일반검사","Upper. Ext.","10","정형외과","7월","601"
"사비","CT검사","Chest","10","정형외과","8월","1"
"사비","CT검사","Extremity","10","정형외과","8월","33"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","8월","4"
"사비","CT검사","Spine","10","정형외과","8월","57"
"사비","MRI검사","Lower Ext.","10","정형외과","8월","4"
"사비","MRI검사","Spine","10","정형외과","8월","5"
"사비","MRI검사","Upper Ext.","10","정형외과","8월","7"
"사비","PACS실","Others","10","정형외과","8월","1"
"사비","골밀도","골밀도","10","정형외과","8월","152"
"사비","수술실","Others","10","정형외과","8월","65"
"사비","일반검사","Abdomen","10","정형외과","8월","10"
"사비","일반검사","Chest","10","정형외과","8월","58"
"사비","일반검사","Lower. Ext.","10","정형외과","8월","1237"
"사비","일반검사","Spine","10","정형외과","8월","529"
"사비","일반검사","Upper. Ext.","10","정형외과","8월","549"
"사비","CT검사","Chest","10","정형외과","9월","1"
"사비","CT검사","Extremity","10","정형외과","9월","23"
"사비","CT검사","Head & Neck","10","정형외과","9월","1"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","9월","4"
"사비","CT검사","Spine","10","정형외과","9월","29"
"사비","MRI검사","Lower Ext.","10","정형외과","9월","1"
"사비","MRI검사","Upper Ext.","10","정형외과","9월","2"
"사비","PACS실","Others","10","정형외과","9월","1"
"사비","골밀도","골밀도","10","정형외과","9월","70"
"사비","수술실","Others","10","정형외과","9월","33"
"사비","일반검사","Abdomen","10","정형외과","9월","10"
"사비","일반검사","Chest","10","정형외과","9월","41"
"사비","일반검사","Lower. Ext.","10","정형외과","9월","1031"
"사비","일반검사","Spine","10","정형외과","9월","302"
"사비","일반검사","Upper. Ext.","10","정형외과","9월","441"
"사비","CT검사","Chest","10","정형외과","10월","1"
"사비","CT검사","Extremity","10","정형외과","10월","11"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","10월","1"
"사비","CT검사","Spine","10","정형외과","10월","14"
"사비","MRI검사","Abdomen & Pelvis","10","정형외과","10월","5"
"사비","MRI검사","Lower Ext.","10","정형외과","10월","20"
"사비","MRI검사","Spine","10","정형외과","10월","20"
"사비","MRI검사","Upper Ext.","10","정형외과","10월","29"
"사비","PACS실","Others","10","정형외과","10월","2"
"사비","골밀도","골밀도","10","정형외과","10월","118"
"사비","수술실","Others","10","정형외과","10월","40"
"사비","일반검사","Abdomen","10","정형외과","10월","7"
"사비","일반검사","Chest","10","정형외과","10월","50"
"사비","일반검사","Lower. Ext.","10","정형외과","10월","1044"
"사비","일반검사","Spine","10","정형외과","10월","328"
"사비","일반검사","Upper. Ext.","10","정형외과","10월","469"
"사비","CT검사","Chest","10","정형외과","11월","4"
"사비","CT검사","Extremity","10","정형외과","11월","15"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","11월","3"
"사비","CT검사","Spine","10","정형외과","11월","8"
"사비","MRI검사","Head & Neck","10","정형외과","11월","1"
"사비","MRI검사","Lower Ext.","10","정형외과","11월","31"
"사비","MRI검사","Spine","10","정형외과","11월","45"
"사비","MRI검사","Upper Ext.","10","정형외과","11월","32"
"사비","PACS실","Others","10","정형외과","11월","4"
"사비","골밀도","골밀도","10","정형외과","11월","170"
"사비","수술실","Others","10","정형외과","11월","26"
"사비","일반검사","Abdomen","10","정형외과","11월","11"
"사비","일반검사","Chest","10","정형외과","11월","65"
"사비","일반검사","Lower. Ext.","10","정형외과","11월","1353"
"사비","일반검사","Spine","10","정형외과","11월","524"
"사비","일반검사","Upper. Ext.","10","정형외과","11월","514"
"사비","일반검사","골밀도","10","정형외과","11월","2"
"사비","CT검사","Chest","10","정형외과","12월","5"
"사비","CT검사","Extremity","10","정형외과","12월","18"
"사비","CT검사","Hip & Pelvic Bone","10","정형외과","12월","3"
"사비","CT검사","Spine","10","정형외과","12월","12"
"사비","MRI검사","Abdomen & Pelvis","10","정형외과","12월","1"
"사비","MRI검사","Lower Ext.","10","정형외과","12월","33"
"사비","MRI검사","Spine","10","정형외과","12월","43"
"사비","MRI검사","Upper Ext.","10","정형외과","12월","30"
"사비","PACS실","Others","10","정형외과","12월","1"
"사비","골밀도","골밀도","10","정형외과","12월","160"
"사비","수술실","Others","10","정형외과","12월","34"
"사비","일반검사","Abdomen","10","정형외과","12월","17"
"사비","일반검사","Chest","10","정형외과","12월","83"
"사비","일반검사","Lower. Ext.","10","정형외과","12월","1320"
"사비","일반검사","Spine","10","정형외과","12월","345"
"사비","일반검사","Upper. Ext.","10","정형외과","12월","623"
"국비","CT검사","Head & Neck","11","신경외과","1월","4"
"국비","CT검사","Spine","11","신경외과","1월","2"
"국비","MRI검사","Head & Neck","11","신경외과","1월","7"
"국비","MRI검사","Spine","11","신경외과","1월","4"
"국비","일반검사","Chest","11","신경외과","1월","6"
"국비","일반검사","Lower. Ext.","11","신경외과","1월","3"
"국비","일반검사","Spine","11","신경외과","1월","29"
"국비","일반검사","Upper. Ext.","11","신경외과","1월","2"
"국비","CT검사","Head & Neck","11","신경외과","2월","4"
"국비","MRI검사","Head & Neck","11","신경외과","2월","9"
"국비","MRI검사","Spine","11","신경외과","2월","5"
"국비","일반검사","Chest","11","신경외과","2월","2"
"국비","일반검사","Lower. Ext.","11","신경외과","2월","2"
"국비","일반검사","Spine","11","신경외과","2월","26"
"국비","초음파검사","Doppler","11","신경외과","2월","1"
"국비","CT검사","Head & Neck","11","신경외과","3월","2"
"국비","MRI검사","Spine","11","신경외과","3월","3"
"국비","기타","Abdomen","11","신경외과","3월","1"
"국비","일반검사","Chest","11","신경외과","3월","2"
"국비","일반검사","Spine","11","신경외과","3월","20"
"국비","CT검사","Head & Neck","11","신경외과","4월","4"
"국비","MRI검사","Head & Neck","11","신경외과","4월","1"
"국비","MRI검사","Lower Ext.","11","신경외과","4월","2"
"국비","MRI검사","Spine","11","신경외과","4월","3"
"국비","일반검사","Lower. Ext.","11","신경외과","4월","1"
"국비","일반검사","Spine","11","신경외과","4월","14"
"국비","CT검사","Head & Neck","11","신경외과","5월","7"
"국비","MRI검사","Head & Neck","11","신경외과","5월","7"
"국비","MRI검사","Spine","11","신경외과","5월","4"
"국비","MRI검사","Upper Ext.","11","신경외과","5월","2"
"국비","일반검사","Chest","11","신경외과","5월","5"
"국비","일반검사","Lower. Ext.","11","신경외과","5월","1"
"국비","일반검사","Spine","11","신경외과","5월","22"
"국비","CT검사","Head & Neck","11","신경외과","6월","5"
"국비","MRI검사","Spine","11","신경외과","6월","3"
"국비","MRI검사","Upper Ext.","11","신경외과","6월","1"
"국비","일반검사","Chest","11","신경외과","6월","4"
"국비","일반검사","Lower. Ext.","11","신경외과","6월","3"
"국비","일반검사","Spine","11","신경외과","6월","18"
"국비","일반검사","Upper. Ext.","11","신경외과","6월","5"
"국비","CT검사","Head & Neck","11","신경외과","7월","4"
"국비","MRI검사","Head & Neck","11","신경외과","7월","1"
"국비","MRI검사","Spine","11","신경외과","7월","3"
"국비","일반검사","Chest","11","신경외과","7월","1"
"국비","일반검사","Spine","11","신경외과","7월","2"
"국비","CT검사","Head & Neck","11","신경외과","8월","3"
"국비","MRI검사","Spine","11","신경외과","8월","1"
"국비","CT검사","Head & Neck","11","신경외과","9월","2"
"국비","MRI검사","Head & Neck","11","신경외과","9월","3"
"국비","일반검사","Spine","11","신경외과","9월","14"
"국비","CT검사","Head & Neck","11","신경외과","10월","2"
"국비","MRI검사","Spine","11","신경외과","10월","1"
"국비","일반검사","Spine","11","신경외과","10월","22"
"국비","CT검사","Head & Neck","11","신경외과","11월","3"
"국비","MRI검사","Head & Neck","11","신경외과","11월","43"
"국비","골밀도","골밀도","11","신경외과","11월","2"
"국비","일반검사","Chest","11","신경외과","11월","3"
"국비","일반검사","Lower. Ext.","11","신경외과","11월","1"
"국비","일반검사","Spine","11","신경외과","11월","30"
"국비","초음파검사","Doppler","11","신경외과","11월","1"
"국비","CT검사","Head & Neck","11","신경외과","12월","5"
"국비","MRI검사","Head & Neck","11","신경외과","12월","27"
"국비","MRI검사","Spine","11","신경외과","12월","3"
"국비","PACS실","Others","11","신경외과","12월","2"
"국비","일반검사","Chest","11","신경외과","12월","3"
"국비","일반검사","Lower. Ext.","11","신경외과","12월","1"
"국비","일반검사","Spine","11","신경외과","12월","12"
"사비","CT검사","Head & Neck","11","신경외과","1월","6"
"사비","MRI검사","Head & Neck","11","신경외과","1월","6"
"사비","MRI검사","Spine","11","신경외과","1월","7"
"사비","일반검사","Chest","11","신경외과","1월","2"
"사비","일반검사","Lower. Ext.","11","신경외과","1월","5"
"사비","일반검사","Spine","11","신경외과","1월","39"
